"MES","REGIONAL","CENTRO.DE.FORMACION","GRUPO.O.DEPENDENCIA","FUNCIONARIO","APLICATIVO","CANAL","MEDIO.DE.INGRESO","GRUPO.DE.INTERES","ASUNTO","TIPO.DE.PETICION","TEMA.PQRS","ESTADO.REAL.PQRS"
"Marzo","Antioquia","Complejo Tecnologico Para La Gestion Agroempresarial","Despacho Subdireccion De Centro","(E) Abel Antonio Tejada Diaz","Onbase","Presencial","Fisico","Instituciones De Educacion Superior","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Antioquia","Regional","Gestion Del Talento Humano","Luis Fernando Vallejo","Onbase","Virtual","Email","Ciudadano","Peticion","De Documentacion","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Cundinamarca","Regional","Grupo De Relaciones Corporativas E Internacionales","Fabiola Cadena Diaz","Crm","Virtual","Web","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Generada"
"Marzo","Tolima","Centro De Comercio Y Servicios","Despacho Subdireccion De Centro","Alvaro Bermudez Salazar","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Inscripcion - Programas Formacion Complementaria","Respuesta Generada"
"Marzo","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Febrero","Cundinamarca","Centro Industrial Y Desarrollo Empresarial De Soacha","Despacho Subdireccion De Centro","(E) Fredy Velez Nino","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Gestion Administrativa","Despacho Subdireccion De Centro","Waine Antony Triana Albis","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Solicitud De Aplazamiento","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Gestion De Mercados, Logistica Y Tecnologias De La Informacion","Despacho Subdireccion De Centro","Elvia Zoraida Martin Mora","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Generada"
"Enero","Distrito Capital","Centro De Formacion De Talento Humano En Salud","Despacho Subdireccion De Centro","Gerardo Arturo Medina Rosas","Onbase","Virtual","Web","Adulto Mayor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Generada"
"Marzo","Huila","Centro De La Industria, La Empresa Y Los Servicios","Despacho Subdireccion De Centro","Carlos Alberto Galindo Reyes","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Generada"
"Marzo","Atlantico","Regional","Agencia Publica De Empleo","John Harold Goenaga Barrios","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Febrero","Quindio","Regional","Agencia Publica De Empleo","Juan Diego Giraldo Llano","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Febrero","Meta","Centro Agroindustrial Del Meta","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Angelica Rocio Pena Sanchez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Generada"
"Febrero","Antioquia","Centro De Servicios De Salud","Despacho Subdireccion De Centro","Maria Elena Del Rio Martinez","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Email","Empresa","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Febrero","Arauca","Centro De Gestion Y Desarrollo Agroindustrial De Arauca","Despacho Subdireccion De Centro","Eddie Yovanny Millan","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Marzo","Cundinamarca","Centro De La Tecnologia Del Diseno Y La Productividad Empresarial","Despacho Subdireccion De Centro","(E) Luis Javier Prada Paez","Onbase","Virtual","Email","Ciudadano","Peticion","De Informacion","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Casanare","Regional","Grupo De Formacion Profesional Y Empleo","Levis Cerpa","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","De Formacion","Respuesta Generada"
"Febrero","Boyaca","Centro De Gestion Administrativa Y Fortalecimiento Empresarial","Grupo Administracion Educativa","Jaime Enrique Arias Sanabria","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Generada"
"Marzo","Quindio","Regional","Grupo De Relaciones Corporativas E Internacionales","John Freddy Velasquez Beltran","Onbase","Virtual","Email","Aprendiz Sena","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Febrero","Direccion General","Oficina De Sistemas","Despacho Direccion","Carlos Martin Coy Rodriguez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Marzo","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Informacion","Convocatorias Empleo","Respuesta Generada"
"Febrero","Boyaca","Centro Industrial De Mantenimiento Y Manufactura","Despacho Subdireccion De Centro","(E) Rosa Edith Parra Leon","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Tutelas","Derecho A Trabajo Digno","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Boyaca","Centro Industrial De Mantenimiento Y Manufactura","Despacho Subdireccion De Centro","(E) Rosa Edith Parra Leon","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Enero","Santander","Centro Industrial Del Diseno Y La Manufactura","Despacho Subdireccion De Centro","(E) Jairo Orlando Ramirez Montero","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Generada"
"Febrero","Cundinamarca","Centro De La Tecnologia Del Diseno Y La Productividad Empresarial","Despacho Subdireccion De Centro","(E) Luis Javier Prada Paez","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","De Formacion","Respuesta Generada"
"Febrero","Norte De Santander","Regional","Area De Gestion Y Talento Humano","Julio Delgado","Onbase","Presencial","Fisico","Servidor Publico","Peticion","De Informacion","Servicio De Atencion Al Ciudadano","Respuesta Generada"
"Marzo","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Inscripcion De Aspirante - Agencia Publica De Empleo","Respuesta Generada"
"Enero","Amazonas","Regional","Grupo De Formacion Profesional Y Empleo","Susana De Las Mercedes Cortes","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","De Formacion","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Generada"
"Marzo","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Generada"
"Enero","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Ape-Orientacion","Respuesta Generada"
"Marzo","Valle Del Cauca","Centro De Diseno Tecnologico Industrial","Despacho Subdireccion De Centro","Alex Amed Valencia Rojas","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Marzo","Boyaca","Centro De Gestion Administrativa Y Fortalecimiento Empresarial","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Marco Hernan Luis Rojas","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","Solicitud De Retiros Voluntarios - Desestimiento","Respuesta Generada"
"Enero","Antioquia","Regional","Agencia Publica De Empleo","Eimar De Jesus Castano Graciano","Onbase","Virtual","Web","Ciudadano","Reclamo","Prestacion De Un Servicio","Ape- Intermediacion Laboral","Respuesta Generada"
"Enero","Distrito Capital","Regional","Grupo De Relaciones Corporativas E Internacionales","Paola Patricia Carbonell Escorcia","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Contrato De Aprendizaje","Respuesta Generada"
"Marzo","Direccion General","Direccion De Formacion Profesional","Grupo Gestion Estrategica De La Formacion Profesional","Claudia Patricia Forero Londono","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Inscripcion - Programas Formacion Complementaria","Respuesta Generada"
"Febrero","Huila","Centro De Desarrollo Agroempresarial Y Turistico Del Huila","Despacho Subdireccion De Centro","(E) Cesar Humberto Chavarro Perez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape-Cambio/Actualizacion Tipo De Identificacion Usuario","Respuesta Generada"
"Marzo","Antioquia","Centro Textil Y De Gestion Industrial","Despacho Subdireccion De Centro","(E) Emily Elisa Coronado Garces","Onbase","Virtual","Email","Ciudadano","Peticion","De Documentacion","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Gestion De Mercados, Logistica Y Tecnologias De La Informacion","Despacho Subdireccion De Centro","Elvia Zoraida Martin Mora","Onbase","Virtual","Web","Ciudadano","Reclamo","Prestacion De Un Servicio","Banco De Instructores Sena","Respuesta Generada"
"Enero","Distrito Capital","Centro De Servicios Financieros","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Maria Alejandra Silva Gomez","Onbase","Virtual","Web","Ciudadano","Queja","Entidad","Irregularidades Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Generada"
"Marzo","Sucre","Regional","Grupo De Formacion Profesional Y Empleo","Ferley Ramos Geliz","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Generada"
"Marzo","Valle Del Cauca","Centro De Gestion Tecnologica De Servicios","Despacho Subdireccion De Centro","Edgar Orlando Herrera Prieto","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","Solicitud De Retiros Voluntarios - Desestimiento","Respuesta Generada"
"Marzo","Boyaca","Regional","Agencia Publica De Empleo","Luz Edith Santamaria","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Generada"
"Marzo","Direccion General","Direccion De Empleo Y Trabajo","Coordinacion Nacional De La Agencia Publica De Empleo","Elsa Aurora Bohorquez Vargas","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Empleo","Respuesta Generada"
"Marzo","Vaupes","Centro Agropecuario Y De Servicios Ambientales ""Jiri-Jirimo""","Despacho Subdireccion De Centro","Luz Empir Velasquez Camargo","Onbase","Presencial","Fisico","Servidor Publico","Peticion","De Servicios","Personales Direccion General","Respuesta Generada"
"Enero","Antioquia","Centro De Servicios De Salud","Despacho Subdireccion De Centro","Pablo Mauricio Angel Castaro","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Solicitud De Reintegro","Respuesta Generada"
"Marzo","Cauca","Centro De Comercio Y Servicios","Despacho Subdireccion De Centro","(E) Harold Armando Rosero Salazar","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Contrato De Aprendizaje","Respuesta Generada"
"Febrero","Valle Del Cauca","Centro De Diseno Tecnologico Industrial","Despacho Subdireccion De Centro","Alex Amed Valencia Rojas","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Servicios","Solicitud De Retiros Voluntarios - Desestimiento","Respuesta Generada"
"Marzo","Distrito Capital","Centro De Formacion De Talento Humano En Salud","Grupo Administracion Educativa","Jairo Enrique Rizo MejA","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Generada"
"Febrero","Distrito Capital","Regional","Grupo De Formacion Profesional Y Empleo","Ana Milena Angel Parra","Onbase","Virtual","Web","Empresa","Peticion","De Servicios","Ape-Postulacion A Vacantes Usuario","Respuesta Generada"
"Febrero","Cundinamarca","Centro De Desarrollo Agroindustrial Y Empresarial","Grupo Apoyo Administrativo Mixto","Luis Alejandro Sanchez Cuellar","Onbase","Presencial","Fisico","Servidor Publico","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Generada"
"Marzo","Antioquia","Complejo Tecnologico Para La Gestion Agroempresarial","Despacho Subdireccion De Centro","(E) Abel Antonio Tejada Diaz","Onbase","Virtual","Web","Aprendiz Sena","Queja","Servidor Publico","Mala Prestacion Del Servicio - Instructor","Respuesta Generada"
"Febrero","Meta","Regional","Grupo Apoyo Administrativo Mixto","Eberth Alfonso Castro Murcia","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificaciones Tributarias","Respuesta Generada"
"Enero","Antioquia","Centro De Tecnologia De La Manufactura Avanzada","Despacho Subdireccion De Centro","Elizabeth Mira Alvarez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Generada"
"Enero","Casanare","Regional","Agencia Publica De Empleo","Ofelia Jimenez Perez","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Agencia Publica De Empleo","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Servicios Financieros","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Maria Alejandra Silva Gomez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Febrero","Bolivar","Centro Internacional Nautico, Fluvial Y Portuario","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Jorge Luis Rangel O'Meara","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Generada"
"Marzo","Cundinamarca","Centro De La Tecnologia Del Diseno Y La Productividad Empresarial","Grupo Administracion Educativa","(E) Claudia Maria Sanchez Perdomo","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Interes General O Particular","Constancia Academicas","Respuesta Generada"
"Febrero","Quindio","Regional","Agencia Publica De Empleo","Juan Diego Giraldo Llano","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Agencia Publica De Empleo","Respuesta Generada"
"Febrero","Antioquia","Centro De Los Recursos Naturales Renovables La Salada","Despacho Subdireccion De Centro","Juan Alvaro Mendoza Acevedo","Crm","Virtual","Web","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Generada"
"Marzo","Distrito Capital","Centro De Formacion Actividad Fisica Y Cultural","Grupo De Relaciones Corporativas","Juan Pablo Cristancho Cubillos","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Generada"
"Febrero","Distrito Capital","Centro De Gestion Administrativa","Despacho Subdireccion De Centro","Waine Antony Triana Albis","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Generada"
